"","scientificName","phylumid"
"1666","Chondria dasyphylla",852
"1667","Neanthes acuminata",882
"1668","Diaphus splendidus",1821
"1669","Selene vomer",1821
"1670","Golfingia (Golfingia) margaritacea",882
"1671","Urticina crassicornis",1267
"1672","Leptasterias (Leptasterias) muelleri",1806
"1673","Ichthyococcus ovatus",1821
"1674","Tentorium semisuberites",558
"1675","Lyrodus pedicellatus",51
"1676","Melobesia membranacea",852
"1677","Lomentaria orcadensis",852
"1678","Rossia glaucopis",51
"1679","Bathypterois quadrifilis",1821
"1680","Lestrolepis intermedia",1821
"1681","Acanthohaustorius shoemakeri",1065
"1682","Hyporthodus niveatus",1821
"1683","Parascombrops spinosus",1821
"1684","Apristurus laurussonii",1821
"1685","Coccorella atlantica",1821
"1686","Taaningichthys bathyphilus",1821
"1687","Salmo salar",1821
"1688","Adamsia sociabilis",1267
"1689","Eualus fabricii",1065
"1690","Salvatoria clavata",882
"1691","Calocalanus plumulosus",1065
"1692","Ariomma melana",1821
"1693","Cylichnoides occultus",51
"1694","Undeuchaeta major",1065
"1695","Polysiphonia stricta",852
"1696","Rhaphoneis amphiceros",148898
"1697","Polyipnus asteroides",1821
"1698","Carazziella hobsonae",882
"1699","Mystides borealis caeca",882
"1700","Abralia redfieldi",51
"1701","Macropyxis labutisi",1065
"1702","Protohalopteris radicans",345465
"1703","Ensis leei",51
"1704","Paradulichia typica",1065
"1705","Lafoea dumosa",1267
"1706","Pterycombus brama",1821
"1707","Polycirrus tenuisetis",882
"1708","Frigidoalvania brychia",51
"1709","Crassicorophium bonellii",1065
"1710","Aristaeopsis edwardsiana",1065
"1711","Ophioderma brevispinum",1806
"1712","Schizaster orbignyanus",1806
"1713","Astarte depressa",51
"1714","Bathytoshia centroura",1821
"1715","Halopsis ocellata",1267
"1716","Oncorhynchus mykiss",1821
"1717","Ogcocephalus corniger",1821
"1718","Goniada brunnea",882
"1719","Limnodriloides medioporus",882
"1720","Porcellanaster ceruleus",1806
"1721","Oenopota elegans",51
"1722","Ceramium deslongchampsii",852
"1723","Ectocarpus fasciculatus",345465
"1724","Schizomavella (Schizomavella) auriculata",146142
"1725","Bulimina striata",1410
"1726","Cuspidaria rostrata",51
"1727","Cranchia scabra",51
"1728","Dyopedos arcticus",1065
"1729","Phrontis vibex",51
"1730","Tessaradoma gracile",146142
"1731","Carcharias taurus",1821
"1732","Aplidium pallidum",1821
"1733","Evadne nordmanni",1065
"1734","Eualus gaimardii",1065
"1735","Laomedea calceolifera",1267
"1736","Praunus flexuosus",1065
"1737","Micromesistius poutassou",1821
"1738","Lycodes esmarkii",1821
"1739","Clymenura borealis",882
"1740","Jaera (Jaera) albifrons",1065
"1741","Reussoolina apiculata",1410
"1742","Dexamine thea",1065
"1743","Haloptilus longicornis",1065
"1744","Subeucalanus crassus",1065
"1745","Cibicidoides wuellerstorfi",1410
"1746","Lampanyctus cuprarius",1821
"1747","Auxis rochei",1821
"1748","Trichiurus lepturus",1821
"1749","Sebastes mentella",1821
"1750","Chalinula loosanoffi",558
"1751","Ogcocephalus vespertilio",1821
"1752","Siboglinum bayeri",882
"1753","Scytonematopsis crustacea",146537
"1754","Tripos hexacanthus",450030
"1755","Carcharhinus obscurus",1821
"1756","Oikopleura (Vexillaria) vanhoeffeni",1821
"1757","Calanus helgolandicus",1065
"1758","Melamphaes typhlops",1821
"1759","Barentsia major",1271
"1760","Microprotopus raneyi",1065
"1761","Trachinotus carolinus",1821
"1762","Mysis stenolepis",1065
"1763","Ulva linza",801
"1764","Thielea helicoides",51
"1765","Scottocalanus securifrons",1065
"1766","Microporella ciliata",146142
"1767","Heteromysis (Heteromysis) norvegica",1065
"1768","Kogia breviceps",1821
"1769","Pleonosporium borreri",852
"1770","Emerita talpoida",1065
"1771","Argyropelecus sladeni",1821
"1772","Xenolepidichthys dalgleishi",1821
"1773","Lumbrinerides aberrans",882
"1774","Kelliopsis elevata",51
"1775","Bathynectes maravigna",1065
"1776","Quinqueloculina venusta",1410
"1777","Hansenisca soldanii",1410
"1778","Sapphirina nigromaculata",1065
"1779","Stenella frontalis",1821
"1780","Helminthora divaricata",852
"1781","Nymphon macrum",1065
"1782","Eugyra glutinans",1821
"1783","Epitonium multistriatum",51
"1784","Porella reduplicata",146142
"1785","Stephanauge acanellae",1267
"1786","Amblyops abbreviatus",1065
"1787","Zygothuria lactea",1806
"1788","Cubiceps gracilis",1821
"1789","Euchone rubrocincta",882
"1790","Ancistrocheirus lesueurii",51
"1791","Callithamnion corymbosum",852
"1792","Scolelepis (Parascolelepis) texana",882
"1793","Catapagurus gracilis",1065
"1794","Retimohnia caelata",51
"1795","Luidia sarsii elegans",1806
"1796","Pterodroma hasitata",1821
"1797","Didemnum albidum",1821
"1798","Haplophragmoides canariensis",1410
"1799","Keratoisis grayi",1267
"1800","Goniada norvegica",882
"1801","Bylgides sarsi",882
"1802","Nephasoma (Nephasoma) capilleforme",882
"1803","Schizobranchia insignis",882
"1804","Ascidia callosa",1821
"1805","Rhithropanopeus harrisii",1065
"1806","Alexandrium tamarense",450030
"1807","Natatolana borealis",1065
"1808","Asteronyx loveni",1806
"1809","Ophiacantha fraterna",1806
"1810","Cyclothone pseudopallida",1821
"1811","Samytha sexcirrata",882
"1812","Iophon nigricans",558
"1813","Dimophyes arctica",1267
"1814","Boreocingula castanea",51
"1815","Sertularia latiuscula",1267
"1816","Lycodonus mirabilis",1821
"1817","Gracilechinus affinis",1806
"1818","Ariadnaria borealis",51
"1819","Urticina felina",1267
"1820","Acanthonotozoma serratum",1065
"1821","Bugula neritina",146142
"1822","Lampadena urophaos",1821
"1823","Lepidophanes gaussi",1821
"1824","Diplobrachia similis",882
"1825","Pista cristata",882
"1826","Doto coronata",51
"1827","Calliostoma bairdii",51
"1828","Couthouyella striatula",51
"1829","Ophiopleura inermis",1806
"1830","Kyphosus sectatrix",1821
"1831","Proboscia inermis",148898
"1832","Cyclopecten thalassinus",51
"1833","Pleustes (Pleustes) panoplus",1065
"1834","Stomphia coccinea",1267
"1835","Ampelisca spinimana",1065
"1836","Phronima sedentaria",1065
"1837","Flaccisagitta enflata",2081
"1838","Cauloramphus cymbaeformis",146142
"1839","Crisia denticulata",146142
"1840","Myriochele heeri",882
"1841","Periphylla periphylla",1267
"1842","Chaetomorpha linum",801
"1843","Larus glaucoides glaucoides",1821
"1844","Alectis ciliaris",1821
"1845","Cylindrostoma fingalianum",793
"1846","Zaphotias pedaliotus",1821
"1847","Ophryotrocha labidion",882
"1848","Ampharete octocirrata",882
"1849","Selenoteuthis scintillans",51
"1850","Oithona colcarva",1065
"1851","Glyphohesione longocirrata",882
"1852","Polycarpa fibrosa",1821
"1853","Rhamphostomella bilaminata",146142
"1854","Pullenia quinqueloba",1410
"1855","Tritaxis conica",1410
"1856","Mediaster bairdi",1806
"1857","Scopelogadus mizolepis",1821
"1858","Cuspidaria fraterna",51
"1859","Thysanocardia catharinae",882
"1860","Aquiloniella scabra",146142
"1861","Tripos pentagonus",450030
"1862","Nematostella vectensis",1267
"1863","Scaphocalanus medius",1065
"1864","Elachista fucicola",345465
"1865","Periploma margaritaceum",51
"1866","Actinauge verrillii",1267
"1867","Heterorhabdus papilliger",1065
"1868","Evadne spinifera",1065
"1869","Cyttopsis rosea",1821
"1870","Nitzschia delicatissima",148898
"1871","Arcteobia anticostiensis",882
"1872","Panopeus herbstii",1065
"1873","Ophidion selenops",1821
"1874","Ulva prolifera",801
"1875","Deutella incerta",1065
"1876","Idunella bowenae",1065
"1877","Sardinella aurita",1821
"1878","Nezumia aequalis",1821
"1879","Lampris guttatus",1821
"1880","Scomber japonicus",1821
"1881","Argonauta argo",51
"1882","Asterionella glacialis",148898
"1883","Ophichthus puncticeps",1821
"1884","Notoscopelus bolini",1821
"1885","Numenius phaeopus",1821
"1886","Amphiblestrum osburni",146142
"1887","Tachyrhynchus erosus",51
"1888","Aglaophamus igalis",882
"1889","Hydrocoloeus minutus",1821
"1890","Bugulina flabellata",146142
"1891","Leptasterias (Hexasterias) polaris",1806
"1892","Holtbyrnia anomala",1821
"1893","Tetrapturus pfluegeri",1821
"1894","Tomopteris septentrionalis",882
"1895","Turbonilla nivea",51
"1896","Acanthohaustorius spinosus",1065
"1897","Stephanollona contracta",146142
"1898","Amathia imbricata",146142
"1899","Pseudorca crassidens",1821
"1900","Molgula retortiformis",1821
"1901","Caecosagitta macrocephala",2081
"1902","Diastylis stygia",1065
"1903","Campylaspis horrida",1065
"1904","Tegella unicornis",146142
"1905","Karreriella bradyi",1410
"1906","Ocnus planci",1806
"1907","Margrethia obtusirostra",1821
"1908","Rhacostoma atlanticum",1267
"1909","Gobiosoma bosc",1821
"1910","Leptasterias austera",1806
"1911","Stephanocyathus (Stephanocyathus) diadema",1267
"1912","Byblis gaimardii",1065
"1913","Epizoanthus paguriphilus",1267
"1914","Harpinia crenulata",1065
"1915","Lagenammina difflugiformis",1410
"1916","Munnopsis typica",1065
"1917","Chondraster grandis",1806
"1918","Lensia conoidea",1267
"1919","Conopeum tenuissimum",146142
"1920","Metacrangon agassizii",1065
"1921","Globobulimina pacifica",1410
"1922","Leptuca pugilator",1065
"1923","Gaetanus minor",1065
"1924","Elphidium crispum",1410
"1925","Glandulina laevigata",1410
"1926","Eudendrium capillare",1267
"1927","Macroparalepis affinis",1821
"1928","Conaea rapax",1065
"1929","Fucus spiralis",345465
"1930","Notoplana atomata",793
"1931","Sterna forsteri",1821
"1932","Limneria undata",51
"1933","Turbonilla rathbuni",51
"1934","Clytia elsaeoswaldae",1267
"1935","Sphaerosyllis riseri",882
"1936","Cytheretta edwardsi",1065
"1937","Nonionoides turgidus",1410
"1938","Peosidrilus coeloprostatus",882
"1939","Neosiphonia harveyi var. olneyi",852
"1940","Caprella septentrionalis",1065
"1941","Amphilochoides boeckii",1065
"1942","Uvigerina peregrina",1410
"1943","Bajacalifornia megalops",1821
"1944","Rhodine loveni",882
"1945","Ophelia limacina",882
"1946","Scinaia furcellata",852
"1947","Anabaena torulosa",146537
"1948","Barnea truncata",51
"1949","Symphurus plagiusa",1821
"1950","Eusarsiella ozotothrix",1065
"1951","Islandiella algida",1410
"1952","Lutjanus analis",1821
"1953","Haliragoides inermis",1065
"1954","Stainforthia loeblichi",1410
"1955","Lepidisis caryophyllia",1267
"1956","Polymixia nobilis",1821
"1957","Aristostomias tittmanni",1821
"1958","Syllis alternata",882
"1959","Geodia barretti",558
"1960","Pterothamnion plumula",852
"1961","Lernaeenicus radiatus",1065
"1962","Lagodon rhomboides",1821
"1963","Stylochus ellipticus",793
"1964","Astacolus hyalacrulus",1410
"1965","Parathalestris croni",1065
"1966","Janua heterostropha",882
"1967","Rhizosolenia fragilissima f. fragilissima",148898
"1968","Carradoriella denudata",852
"1969","Mobula mobular",1821
"1970","Eukrohnia fowleri",2081
"1971","Taractichthys longipinnis",1821
"1972","Sternoptyx pseudobscura",1821
"1973","Photonectes margarita",1821
"1974","Thenea muricata",558
"1975","Catriona gymnota",51
"1976","Bryopsis plumosa",801
"1977","Dodecaceria coralii",882
"1978","Euplana gracilis",793
"1979","Autolytus ornatus",882
"1980","Tomopteris (Johnstonella) catharina",882
"1981","Rhachotropis oculata",1065
"1982","Centropages chierchiae",1065
"1983","Clausocalanus pergens",1065
"1984","Porella smitti",146142
"1985","Lineus viridis",152391
"1986","Ophioscolex glacialis",1806
"1987","Scopelarchus analis",1821
"1988","Maldane glebifex",882
"1989","Protodriloides chaetifer",882
"1990","Tanais dulongii",1065
"1991","Cyrtodaria siliqua",51
"1992","Tenellia adspersa",51
"1993","Pylaiella littoralis",345465
"1994","Tedania (Tedania) suctoria",558
"1995","Phyllodoce pettiboneae",882
"1996","Eubuliminella exilis",1410
"1997","Hormosinelloides guttifer",1410
"1998","Dasyscopelus obtusirostris",1821
"1999","Melphidippa goesi",1065
"2000","Calocalanus styliremis",1065
"2001","Bougainvillia muscus",1267
"2002","Euphysa aurata",1267
"2003","Echiostoma barbatum",1821
"2004","Nephtys longosetosa",882
"2005","Asbestopluma (Asbestopluma) furcata",558
"2006","Acrochaetium secundatum",852
"2007","Nemalion multifidum",852
"2008","Stichaeus punctatus",1821
"2009","Pleurobranchaea tarda",51
"2010","Plutonaster agassizi agassizi",1806
"2011","Lyngbya confervoides",146537
"2012","Gayralia oxysperma",801
"2013","Thysanopoda orientalis",1065
"2014","Caligus rapax",1065
"2015","Bathyporeia parkeri",1065
"2016","Tripos arietinus",450030
"2017","Ziminella salmonacea",51
"2018","Lamprops fuscatus",1065
"2019","Clytia gracilis",1267
"2020","Nicomache lumbricalis",882
"2021","Physalia physalis",1267
"2022","Ringicula nitida",51
"2023","Saurida brasiliensis",1821
"2024","Diaphus taaningi",1821
"2025","Ophryotrocha paralabidion",882
"2026","Japonactaeon punctostriatus",51
"2027","Amphibalanus improvisus",1065
"2028","Centropages violaceus",1065
"2029","Euchaeta acuta",1065
"2030","Calycella syringa",1267
"2031","Alcyonium digitatum",1267
"2032","Sphaeroma quadridentatum",1065
"2033","Achelia spinosa",1065
"2034","Halosaurus guentheri",1821
"2035","Bassogigas gillii",1821
"2036","Lauderia confervacea",148898
"2037","Boonea bisuturalis",51
"2038","Mobula birostris",1821
"2039","Ilyophis brunneus",1821
"2040","Regalecus glesne",1821
"2041","Ceramium tenuicorne",852
"2042","Micropogonias undulatus",1821
"2043","Goniada gigantea",882
"2044","Bradyidius similis",1065
"2045","Gennadas valens",1065
"2046","Thysanopoda monacantha",1065
"2047","Bulimina aculeata",1410
"2048","Favulina hexagona",1410
"2049","Ectopleura dumortierii",1267
"2050","Anotopterus pharao",1821
"2051","Lysippe labiata",882
"2052","Pherusa plumosa",882
"2053","Petaloproctus borealis",882
"2054","Onuphis rullieriana",882
"2055","Spio goniocephala",882
"2056","Leucosolenia botryoides",558
"2057","Limopsis minuta",51
"2058","Trachinotus blochii",1821
"2059","Podocoryna carnea",1267
"2060","Coryne eximia",1267
"2061","Protohaustorius deichmannae",1065
"2062","Eurypanopeus depressus",1065
"2063","Coryphaenoides brevibarbis",1821
"2064","Centropristis ocyurus",1821
"2065","Chaetodon capistratus",1821
"2066","Flaccisagitta hexaptera",2081
"2067","Hyperammina elongata",1410
"2068","Bathybiaster vexillifer",1806
"2069","Lycodes vahlii",1821
"2070","Leptostomias gladiator",1821
"2071","Flabelligera affinis",882
"2072","Sipunculus (Sipunculus) norvegicus",882
"2073","Coryphella verrucosa",51
"2074","Chondria capillaris",852
"2075","Baffinicythere emarginata",1065
"2076","Micrura leidyi",152391
"2077","Squilla empusa",1065
"2078","Achelia scabra",1065
"2079","Pseudosolenia calcar-avis",148898
"2080","Dasyscopelus asper",1821
"2081","Podarkeopsis levifuscina",882
"2082","Belzebub faxoni",1065
"2083","Sagartiogeton verrilli",1267
"2084","Halecium delicatulum",1267
"2085","Chrysogorgia agassizii",1267
"2086","Exocoetus volitans",1821
"2087","Histrio histrio",1821
"2088","Flagellostomias boureei",1821
"2089","Cyrtopleura costata",51
"2090","Odostomia sulcosa",51
"2091","Parafavella gigantea",11
"2092","Aplidium constellatum",1821
"2093","Melinnampharete gracilis",882
"2094","Meterythrops robustus",1065
"2095","Parahaustorius holmesi",1065
"2096","Cytheridea rubra",1065
"2097","Metopa pusilla",1065
"2098","Systellaspis debilis",1065
"2099","Gorgonocephalus lamarckii",1806
"2100","Alepisaurus brevirostris",1821
"2101","Diaphus brachycephalus",1821
"2102","Bathylagichthys greyae",1821
"2103","Triglops pingelii",1821
"2104","Aurelia aurita",1267
"2105","Puffinus assimilis",1821
"2106","Pterygioteuthis giardi",51
"2107","Venefica procera",1821
"2108","Stomias affinis",1821
"2109","Liopsetta putnami",1821
"2110","Mullus auratus",1821
"2111","Adercotryma glomeratum",1410
"2112","Quadrimorphina laevigata",1410
"2113","Adelodrilus anisosetosus",882
"2114","Chiridius obtusifrons",1065
"2115","Chiridius poppei",1065
"2116","Rajella bigelowi",1821
"2117","Polyacanthonotus rissoanus",1821
"2118","Icelus bicornis",1821
"2119","Porroecia spinirostris",1065
"2120","Creseis acicula",51
"2121","Hypnea musciformis",852
"2122","Mesodesma arctatum",51
"2123","Ophidion marginatum",1821
"2124","Bolinichthys photothorax",1821
"2125","Hyporhamphus unifasciatus",1821
"2126","Careproctus ranula",1821
"2127","Nephasoma (Nephasoma) pellucidum pellucidum",882
"2128","Gymnothorax ocellatus",1821
"2129","Phyllodoce catenula",882
"2130","Ophiosabine anomala",1806
"2131","Cnemidocarpa mollis",1821
"2132","Eponides repandus",1410
"2133","Siboglinum holmei",882
"2134","Nanomia cara",1267
"2135","Apionsoma (Apionsoma) murinae",882
"2136","Erythrotrichia carnea",852
"2137","Graneledone verrucosa",51
"2138","Maera danae",1065
"2139","Liparis coheni",1821
"2140","Euchone scotiarum",882
"2141","Sosane wahrbergi",882
"2142","Prionospio perkinsi",882
"2143","Miliolinella australis",1410
"2144","Idunella clymenellae",1065
"2145","Baldwinella vivanus",1821
"2146","Gammaropsis melanops",1065
"2147","Metopa bruzelii",1065
"2148","Flustra foliacea",146142
"2149","Parasmittina trispinosa",146142
"2150","Serrivomer lanceolatoides",1821
"2151","Melanocetus johnsonii",1821
"2152","Poromitra crassiceps",1821
"2153","Scopeloberyx robustus",1821
"2154","Limacina lesueurii",51
"2155","Berkeleya rutilans",148898
"2156","Ancistrosyllis hartmanae",882
"2157","Enallopsammia profunda",1267
"2158","Lipogenys gillii",1821
"2159","Chilomycterus antillarum",1821
"2160","Trigonostomum lilliei",793
"2161","Ptilohyale plumulosus",1065
"2162","Acipenser brevirostrum",1821
"2163","Paraedwardsia arenaria",1267
"2164","Candacia curta",1065
"2165","Aegisthus mucronatus",1065
"2166","Echinocardium laevigaster",1806
"2167","Diretmus argenteus",1821
"2168","Lycodes reticulatus",1821
"2169","Boroecia borealis",1065
"2170","Distichoptilum gracile",1267
"2171","Pseudoscalibregma parvum",882
"2172","Polycerella emertoni",51
"2173","Hediste diversicolor",882
"2174","Limopsis sulcata",51
"2175","Diadumene leucolena",1267
"2176","Scopelosaurus mauli",1821
"2177","Lestidium atlanticum",1821
"2178","Kogia sima",1821
"2179","Curtitoma incisula",51
"2180","Paedoclione doliiformis",51
"2181","Cylindroleberis mariae",1065
"2182","Flustrellaria whiteavesi",146142
"2183","Argulus laticauda",1065
"2184","Paracypris bensoni",1065
"2185","Lepas (Lepas) hillii",1065
"2186","Chondrochelia savignyi",1065
"2187","Neolithodes grimaldii",1065
"2188","Prorocentrum lima",450030
"2189","Bolivina subspinescens",1410
"2190","Ptychogena crocea",1267
"2191","Gonionemus vertens",1267
"2192","Gnathophausia zoea",1065
"2193","Bregmaceros atlanticus",1821
"2194","Trichobranchus roseus",882
"2195","Actinarctus doryphorus",1276
"2196","Aeolidia papillosa",51
"2197","Ciliatocardium ciliatum",51
"2198","Epitonium celesti",51
"2199","Palliolum striatum",51
"2200","Moelleria costulata",51
"2201","Apristurus profundorum",1821
"2202","Melamphaes pumilus",1821
"2203","Thalassionema frauenfeldii",148898
"2204","Nereis riisei",882
"2205","Trachurus trachurus",1821
"2206","Tricellaria gracilis",146142
"2207","Molpadia musculus",1806
"2208","Cyclothone acclinidens",1821
"2209","Aricidea annae",882
"2210","Alentiana aurantiaca",882
"2211","Callipallene brevirostris",1065
"2212","Cuspidaria obesa",51
"2213","Onykia carriboea",51
"2214","Hincksia granulosa",345465
"2215","Balanoglossus aurantiaca",1818
"2216","Desmacella infundibuliformis",558
"2217","Eucalanus bungii",1065
"2218","Metridia pacifica",1065
"2219","Nerocila munda",1065
"2220","Minuca pugnax",1065
"2221","Petrasma borealis",51
"2222","Boltenia echinata",1821
"2223","Parasagitta setosa",2081
"2224","Podon leuckartii",1065
"2225","Laodicea undulata",1267
"2226","Lestidiops jayakari",1821
"2227","Megalops atlanticus",1821
"2228","Chirostomias pliopterus",1821
"2229","Colossendeis angusta",1065
"2230","Caligus elongatus",1065
"2231","Hydrolithon farinosum",852
"2232","Acartia (Acartiura) clausi",1065
"2233","Amphiporeia lawrenciana",1065
"2234","Antholoba perdix",1267
"2235","Rhynchoconger flavus",1821
"2236","Citharichthys cornutus",1821
"2237","Bairdiella chrysoura",1821
"2238","Chaetodipterus faber",1821
"2239","Thalassoma bifasciatum",1821
"2240","Pholis fasciata",1821
"2241","Epitonium championi",51
"2242","Odostomia dealbata",51
"2243","Larus glaucoides kumlieni",1821
"2244","Veleroninoides scitulus",1410
"2245","Gyroscala rupicola",51
"2246","Calothrix confervicola",146537
"2247","Siphonenteron bicolour",152391
"2248","Stainforthia concava",1410
"2249","Cribrostomoides jeffreysii",1410
"2250","Hirundichthys rondeletii",1821
"2251","Lampanyctus intricarius",1821
"2252","Aphanopus carbo",1821
"2253","Eunice vittata",882
"2254","Zirfaea crispata",51
"2255","Anatoma crispata",51
"2256","Zygonemertes virescens",152391
"2257","Tima formosa",1267
"2258","Fundulus luciae",1821
"2259","Lauderia schroederi",148898
"2260","Vibilia armata",1065
"2261","Phelliactis americana",1267
"2262","Weltnerium stroemii",1065
"2263","Ophiosemnotes clavigera",1806
"2264","Microcalanus pygmaeus",1065
"2265","Leucon (Leucon) nasicoides",1065
"2266","Escharella abyssicola",146142
"2267","Cyclammina cancellata",1410
"2268","Liparis liparis",1821
"2269","Colossendeis colossea",1065
"2270","Corambe obscura",51
"2271","Abralia veranyi",51
"2272","Rhizoclonium tortuosum",801
"2273","Benthopecten spinosus",1806
"2274","Mastigoteuthis agassizii",51
"2275","Haematopus palliatus",1821
"2276","Symphurus billykrietei",1821
"2277","Chilomycterus schoepfii",1821
"2278","Paraliparis calidus",1821
"2279","Oligoplites saurus",1821
"2280","Benthodesmus tenuis",1821
"2281","Polydora neocaeca",882
"2282","Nephropsis aculeata",1065
"2283","Rudilemboides naglei",1065
"2284","Hansarsia microps",1065
"2285","Liljeborgia fissicornis",1065
"2286","Neopleustes pulchellus",1065
"2287","Lucicutia ovalis",1065
"2288","Freyella elegans",1806
"2289","Ophidion barbatum",1821
"2290","Tetrapturus georgii",1821
"2291","Luvarus imperialis",1821
"2292","Gattyana cirrhosa",882
"2293","Sphaerosyllis taylori",882
"2294","Javania cailleti",1267
"2295","Tubificoides intermedius",882
"2296","Histioteuthis bonnellii",51
"2297","Eudesme virescens",345465
"2298","Yoldia myalis",51
"2299","Polysiphonia flexicaulis",852
"2300","Lagocephalus laevigatus",1821
"2301","Lutjanus griseus",1821
"2302","Astacilla caeca",1065
"2303","Fucus distichus subsp. evanescens",345465
"2304","Jellyella tuberculata",146142
"2305","Phyllodoce armigera",882
"2306","Mastigopsis hjorti",51
"2307","Diastylis lucifera",1065
"2308","Saccammina sphaerica",1410
"2309","Diphasia fallax",1267
"2310","Neognathophausia gigas",1065
"2311","Bathypterois phenax",1821
"2312","Coryphaena equiselis",1821
"2313","Nesiarchus nasutus",1821
"2314","Orthoconchoecia bispinosa",1065
"2315","Microphthalmus sczelkowii",882
"2316","Prionospio dubia",882
"2317","Caligus coryphaenae",1065
"2318","Podiceps grisegena",1821
"2319","Stilophora tenella",345465
"2320","Pandarus sinuatus",1065
"2321","Elops saurus",1821
"2322","Eustomias brevibarbatus",1821
"2323","Lampadena luminosa",1821
"2324","Neptunea lyrata",51
"2325","Amphianthus nitidus",1267
"2326","Ophiolycus purpureus",1806
"2327","Gammarus oceanicus",1065
"2328","Aetideus giesbrechti",1065
"2329","Chirundina streetsii",1065
"2330","Escharella ventricosa",146142
"2331","Flustrellidra hispida",146142
"2332","Bolivinellina pseudopunctata",1410
"2333","Eudendrium carneum",1267
"2334","Diphasia rosacea",1267
"2335","Taaningichthys minimus",1821
"2336","Melanostomias tentaculatus",1821
"2337","Clathrina coriacea",558
"2338","Clio pyramidata",51
"2339","Lepeta caeca",51
"2340","Thracia myopsis",51
"2341","Bryopsis hypnoides",801
"2342","Gymnogongrus griffithsiae",852
"2343","Lineus sanguineus",152391
"2344","Americorchestia megalophthalma",1065
"2345","Gammarus lawrencianus",1065
"2346","Syacium papillosum",1821
"2347","Chaunax stigmaeus",1821
"2348","Epigonus pandionis",1821
"2349","Chtenopteryx sicula",51
"2350","Ephesiopsis guayanae",882
"2351","Eusarsiella spinosa",1065
"2352","Eusarsiella texana",1065
"2353","Pinnotheres ostrea",1065
"2354","Diplosolen obelium",146142
"2355","Pyrgo tubulosa",1410
"2356","Tripos declinatus",450030
"2357","Vertebrata nigra",852
"2358","Dipolydora anoculata",882
"2359","Hansarsia difficilis",1065
"2360","Scottocalanus persecans",1065
"2361","Homola barbata",1065
"2362","Alcyonidium mamillatum",146142
"2363","Amathia vidovici",146142
"2364","Clava multicornis",1267
"2365","Eugerda tenuimana",1065
"2366","Brissopsis atlantica",1806
"2367","Eustomias schmidti",1821
"2368","Triconia minuta",1065
"2369","Nephasoma (Nephasoma) flagriferum",882
"2370","Onchidoris muricata",51
"2371","Poromya granulata",51
"2372","Childia groenlandica",592916
"2373","Anotrichium tenue",852
"2374","Mesochaetopterus taylori",882
"2375","Cerapus tubularis",1065
"2376","Sphoeroides spengleri",1821
"2377","Acirsa borealis",51
"2378","Hyporhamphus roberti",1821
"2379","Owenia artifex",882
"2380","Phormosoma placenta placenta",1806
"2381","Striaria attenuata",345465
"2382","Anonyx debruynii",1065
"2383","Nematobrachion boopis",1065
"2384","Reophax nana",1410
"2385","Tiaropsis multicirrata",1267
"2386","Polymetme thaeocoryla",1821
"2387","Grammicolepis brachiusculus",1821
"2388","Conchoecissa imbricata",1065
"2389","Euphrosine armadillo",882
"2390","Microphthalmus similis",882
"2391","Stylocordyla borealis",558
"2392","Flabellum (Ulocyathus) angulare",1267
"2393","Buccinum hydrophanum",51
"2394","Acrosiphonia arcta",801
"2395","Alcyonidium polyoum",146142
"2396","Amphiporus ochraceus",152391
"2397","Nephtys discors",882
"2398","Calidris alba",1821
"2399","Cynoscion nebulosus",1821
"2400","Eucinostomus gula",1821
"2401","Phylo felix",882
"2402","Anomalocera patersonii",1065
"2403","Evolvocassidulina bradyi",1410
"2404","Apohyale prevostii",1065
"2405","Psolus pourtalesi",1806
"2406","Fistulobalanus kondakovi",1065
"2407","Marinogammarus marinus",1065
"2408","Dulichia tuberculata",1065
"2409","Euphausia mutica",1065
"2410","Phormosoma placenta",1806
"2411","Paralepis brevirostris",1821
"2412","Bathygadus melanobranchus",1821
"2413","Gigantactis vanhoeffeni",1821
"2414","Gymnelus viridis",1821
"2415","Melamphaes microps",1821
"2416","Mikroconchoecia acuticosta",1065
"2417","Arenicola cristata",882
"2418","Brada inhabilis",882
"2419","Eupolymnia nebulosa",882
"2420","Gymnogongrus crenulatus",852
"2421","Anas platyrhynchos",1821
"2422","Heterocrypta granulata",1065
"2423","Gadella imberbis",1821
"2424","Pseudo-nitzschia pungens",148898
"2425","Ennucula corbuloides",51
"2426","Sthenelais gracilis",882
"2427","Enoploteuthis leptura",51
"2428","Pseudodiaptomus pelagicus",1065
"2429","Quinqueloculina boueana",1410
"2430","Deflexilodes tuberculatus",1065
"2431","Alcyonidioides mytili",146142
"2432","Lyngbya majuscula",146537
"2433","Bradabyssa setosa",882
"2434","Rhinoptera bonasus",1821
"2435","Mycteroperca interstitialis",1821
"2436","Oikopleura (Vexillaria) labradoriensis",1821
"2437","Candacia ethiopica",1065
"2438","Boreomysis microps",1065
"2439","Scopelosaurus smithii",1821
"2440","Himantolophus albinares",1821
"2441","Maulisia microlepis",1821
"2442","Conchoecia magna",1065
"2443","Onuphis eremita",882
"2444","Buccinum cyaneum",51
"2445","Admete viridula",51
"2446","Cavolinia tridentata",51
"2447","Thyasira subovata",51
"2448","Punctaria latifolia",345465
"2449","Punctaria plantaginea",345465
"2450","Rossia palpebrosa",51
"2451","Actinernus nobilis",1267
"2452","Polychoerus caudatus",592916
"2453","Eumunida picta",1065
