,SpeciesLong,SpeciesShort,Habitat,Taxon,Abundance,Assimilation_eff,LF_dist,LF_dist1,LF_dist2,LWR_a,LWR_b,VBG_K,VBG_LOO,VBG_t0,Mat_age,Tmax,M_type,M_const,Sex_rat,Swim_velo
311,Bythites_gerdae,sp311,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
312,Caranx_crysos,sp312,"Intertidal, Oceanic, Estuaries, Schooling, Macrophyte",,10,0.8,constant,0,10,NA,NA,0.4225,45.44,-0.21,NA,NA,constant,0,0.5,NA
313,Caranx_hippos,sp313,"Estuaries, Mangroves, Stream",,10,0.8,constant,0,10,NA,2.855,0.5,76.2,NA,NA,NA,constant,0,0.5,NA
314,Carcharhinus_altimus,sp314,,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
315,Carcharhinus_falciformis,sp315,"Neritic, Oceanic",,10,0.8,constant,0,10,NA,NA,0.117407143,309.1249993,-2.627888889,7.166666667,19.28571429,constant,0,0.5,NA
316,Carcharhinus_longimanus,sp316,Oceanic,,10,0.8,constant,0,10,NA,2.891,0.08663,298.8500017,-1.446,NA,19.75,constant,0,0.5,NA
317,Carcharhinus_obscurus,sp317,Oceanic,,10,0.8,constant,0,10,NA,3.021,0.044442857,375.5357143,-5.65225,29.6,42.5,constant,0,0.5,NA
318,Carcharhinus_plumbeus,sp318,"Neritic, Oceanic, Estuaries, SoftBottom, CoralReefs",,10,0.8,constant,0,10,NA,NA,0.069401818,204.4636373,-4.724,15.63333333,28.83333333,constant,0,0.5,NA
319,Carcharhinus_signatus,sp319,"Neritic, Oceanic",,10,0.8,constant,0,10,NA,NA,0.13146,263.9000025,-2.646,NA,17,constant,0,0.5,NA
320,Carcharias_taurus,sp320,"LittoralZone, Caves, Oceanic, Sand, Rocky, CoralReefs",,10,0.8,constant,0,10,NA,NA,0.1626,284,-2.93,8,16,constant,0,0.5,NA
321,Caretta_caretta,sp321,"Marine, Neritic, Oceanic, Epipelagic, BrackishWater, Estuaries, Benthic, Pelagic, SoftBottom, Sand, HardBottom, Rocky, CoralReefs, OInverterbrates",,10,0.8,constant,0,10,NA,2.95,0.058416667,104.4283333,NA,NA,NA,constant,0,0.5,NA
322,Centrobranchus_nigroocellatus,sp322,"Oceanic, Mesopelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
323,Centropristis_ocyurus,sp323,"Benthic, Demersal, SoftBottom, Sand, HardBottom",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
324,Centropristis_striata,sp324,Oceanic,,10,0.8,constant,0,10,NA,2.626,0.2987,30.72857143,-1.3782,NA,8.5,constant,0,0.5,NA
325,Centroscyllium_fabricii,sp325,"Oceanic, Schooling, Shoaling",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
326,Centroscymnus_coelolepis,sp326,Oceanic,,10,0.8,constant,0,10,NA,NA,0.007,128,NA,NA,NA,constant,0,0.5,NA
327,Ceratias_holboelli,sp327,"Oceanic, Mesopelagic, Bathypelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
328,Ceratoscopelus_maderensis,sp328,,,10,0.8,constant,0,10,NA,NA,2.149333333,7.646333333,-0.0385,NA,2,constant,0,0.5,NA
329,Ceratoscopelus_warmingii,sp329,"Oceanic, Mesopelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
330,Cetostoma_regani,sp330,"Oceanic, Mesopelagic, Bathypelagic",,10,0.8,constant,0,10,NA,NA,0.67,24,NA,NA,NA,constant,0,0.5,NA
331,Chauliodus_danae,sp331,Oceanic,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
332,Chauliodus_sloani,sp332,"Oceanic, Mesopelagic, Bathypelagic, Shoaling",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
333,Chaunacops_roseus,sp333,Oceanic,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
334,Chaunax_stigmaeus,sp334,Oceanic,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
335,Chaunax_suttkusi,sp335,Oceanic,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
336,Chiasmodon_niger,sp336,"Neritic, Oceanic, Mesopelagic, Bathypelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
337,Chirostomias_pliopterus,sp337,"Oceanic, Mesopelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
338,Chlorophthalmus_agassizi,sp338,"Oceanic, Benthic",,10,0.8,constant,0,10,NA,NA,0.24,18.9,-1.2,NA,NA,constant,0,0.5,NA
339,Citharichthys_arctifrons,sp339,Oceanic,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
340,Citharichthys_spilopterus,sp340,"Oceanic, Estuaries",,10,0.8,constant,0,10,NA,NA,0.42,21.8,NA,NA,NA,constant,0,0.5,NA
341,Clupea_harengus,sp341,"Neritic, Intertidal, Oceanic, Estuaries, Stream, Schooling",,10,0.8,constant,0,10,NA,3.029982051,0.35540872,30.736,-1.270308642,4.731666667,12.83793103,constant,0,0.5,6.97
342,Clupea_harengus,sp342,Oceanic,,10,0.8,constant,0,10,NA,3.029982051,0.35540872,30.736,-1.270308642,4.731666667,12.83793103,constant,0,0.5,6.97
343,Coccorella_atlantica,sp343,"Oceanic, Mesopelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
344,Coelorinchus_caelorhincus,sp344,Oceanic,,10,0.8,constant,0,10,NA,3.01,0.1273,13.8005,-1.6266,NA,NA,constant,0,0.5,NA
345,Conger_oceanicus,sp345,"Intertidal, Oceanic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
346,Cookeolus_japonicus,sp346,"Oceanic, HardBottom, Rocky",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
347,Coryphaena_hippurus,sp347,"Neritic, Oceanic, Epipelagic, Macrophyte, CoralReefs",,10,0.8,constant,0,10,NA,2.7651,1.5274375,144.5062819,-0.027527273,NA,3.8,constant,0,0.5,0.84
348,Coryphaenoides_armatus,sp348,"Oceanic, Bathypelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
349,Coryphaenoides_brevibarbis,sp349,Oceanic,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
350,Coryphaenoides_carapinus,sp350,Oceanic,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
351,Coryphaenoides_mediterraneus,sp351,,,10,0.8,constant,0,10,NA,NA,0.201,23.7,-1.84,NA,NA,constant,0,0.5,NA
352,Coryphaenoides_rupestris,sp352,"Oceanic, Bathypelagic, Schooling",,10,0.8,constant,0,10,NA,2.587,0.084285,78.365,-0.745,NA,54.66666667,constant,0,0.5,NA
353,Cottunculus_thomsonii,sp353,Oceanic,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
354,Cruriraja_rugosa,sp354,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
355,Cryptacanthodes_maculatus,sp355,,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
356,Cryptopsaras_couesii,sp356,"Oceanic, Mesopelagic, Bathypelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
357,Cubiceps_gracilis,sp357,Oceanic,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
358,Cubiceps_pauciradiatus,sp358,"Oceanic, Epipelagic, Mesopelagic",,10,0.8,constant,0,10,NA,NA,1.0195,13.95,NA,NA,4,constant,0,0.5,NA
359,Cyclopsetta_fimbriata,sp359,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
360,Cyclopterus_lumpus,sp360,"Neritic, Oceanic, Solitary, Schooling, Shoaling",,10,0.8,constant,0,10,NA,NA,0.55425,45.1875,0.325666667,NA,NA,constant,0,0.5,NA
361,Cyclothone_braueri,sp361,"Oceanic, Mesopelagic, Bathypelagic",,10,0.8,constant,0,10,NA,NA,2.3968,3.99,NA,NA,1.25,constant,0,0.5,NA
362,Cyclothone_microdon,sp362,"Oceanic, Mesopelagic, Bathypelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
363,Cyclothone_pseudopallida,sp363,"Oceanic, Mesopelagic, Bathypelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
364,Cyema_atrum,sp364,"Oceanic, Mesopelagic, Bathypelagic",,10,0.8,constant,0,10,NA,NA,1,15,NA,NA,NA,constant,0,0.5,NA
365,Cynoscion_regalis,sp365,"Oceanic, Demersal, SoftBottom, Sand, Mud",,10,0.8,constant,0,10,NA,2.984,0.23625,68.425,-0.097,NA,NA,constant,0,0.5,NA
366,Cyttopsis_rosea,sp366,"Oceanic, Bathypelagic, Schooling",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
367,Dasyscopelus_asper,sp367,"Oceanic, Mesopelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
368,Dasyscopelus_selenops,sp368,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
369,Decapterus_macarellus,sp369,"Neritic, Oceanic",,10,0.8,constant,0,10,NA,3.15,0.97,29.175,NA,NA,4,constant,0,0.5,NA
370,Decapterus_punctatus,sp370,"Oceanic, CoralReefs",,10,0.8,constant,0,10,NA,NA,2.349,24.2,0.066,NA,NA,constant,0,0.5,NA
371,Delphinus_delphis,sp371,"Marine, Oceanic, Pelagic",,10,0.8,constant,0,10,NA,3,0.308333333,205.933335,-6.99,NA,NA,constant,0,0.5,NA
372,Derichthys_serpentinus,sp372,"Oceanic, Mesopelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
373,Dermochelys_coriacea,sp373,"Marine, Oceanic, Epipelagic, Parasitism, InsideHost, Pelagic, SoftBottom, Sand",,10,0.8,constant,0,10,NA,3.23,0.1416,146.0071443,-0.153333333,NA,NA,constant,0,0.5,NA
374,Desmodema_polystictum,sp374,"Oceanic, Mesopelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
375,Diaphus_dumerilii,sp375,"Oceanic, Mesopelagic",,10,0.8,constant,0,10,NA,NA,2.710556667,6.9,-0.01,NA,1.1,constant,0,0.5,NA
376,Diaphus_effulgens,sp376,"Oceanic, Mesopelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
377,Diaphus_lucidus,sp377,"Oceanic, Mesopelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
378,Diastobranchus_capensis,sp378,"Oceanic, Epipelagic, Mesopelagic, Bathypelagic, Benthic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
379,Dibranchus_atlanticus,sp379,"Neritic, SoftBottom, Sand, Mud",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
380,Dicrolene_introniger,sp380,,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
381,Diodon_hystrix,sp381,"Caves, Oceanic, Solitary, SeaGrassBeds, CoralReefs, Lagoons, Crevices",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
382,Diplacanthopoma_brachysoma,sp382,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
383,Diplophos_taenia,sp383,"Oceanic, Mesopelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
384,Diplospinus_multistriatus,sp384,"Oceanic, Mesopelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
385,Dipturus_laevis,sp385,"Neritic, Oceanic, SoftBottom, HardBottom",,10,0.8,constant,0,10,NA,NA,0.12,160.5,-1.29,6,NA,constant,0,0.5,NA
386,Diretmus_argenteus,sp386,"Oceanic, Mesopelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
387,Dolicholagus_longirostris,sp387,Mesopelagic,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
388,Echiostoma_barbatum,sp388,"Oceanic, Mesopelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
389,Einara_macrolepis,sp389,Bathypelagic,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
390,Enchelyopus_cimbrius,sp390,"Neritic, Oceanic, Cave, Solitary, Schooling, SoftBottom",,10,0.8,constant,0,10,NA,NA,0.2569725,36.11,NA,NA,9,constant,0,0.5,NA
391,Engraulis_eurystole,sp391,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
392,Epigonus_denticulatus,sp392,"Neritic, Oceanic, Benthic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
393,Epigonus_pandionis,sp393,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
394,Etmopterus_gracilispinis,sp394,Oceanic,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
395,Etmopterus_princeps,sp395,Oceanic,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
396,Etropus_microstomus,sp396,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
397,Etrumeus_sadina,sp397,"Oceanic, Estuaries, Stream",,10,0.8,constant,0,10,NA,3.038,1.149166667,25.63333333,0.033833333,3.8,NA,constant,0,0.5,NA
398,Eurypharynx_pelecanoides,sp398,"Oceanic, Mesopelagic, Bathypelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
399,Eustomias_filifer,sp399,Oceanic,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
400,Eustomias_furcifer,sp400,Oceanic,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
401,Eustomias_obscurus,sp401,Oceanic,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
402,Eustomias_schiffi,sp402,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
403,Eustomias_schmidti,sp403,"Oceanic, Mesopelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
404,Evermannella_balbo,sp404,"Oceanic, Mesopelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
405,Evoxymetopon_taeniatus,sp405,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
406,Fenestraja_plutonia,sp406,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
407,Fistularia_petimba,sp407,"SubLittoral, Estuaries, Benthic, SoftBottom, HardBottom, Rocky, CoralReefs",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
408,Fistularia_tabacaria,sp408,"Neritic, Oceanic, HardBottom, SeaGrassBeds, CoralReefs",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
409,Flagellostomias_boureei,sp409,"Oceanic, Mesopelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
410,Foetorepus_agassizii,sp410,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
411,Fowlerichthys_ocellatus,sp411,"Oceanic, HardBottom, CoralReefs",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
412,Fowlerichthys_radiosus,sp412,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
413,Fritillaria_borealis,sp413,Marine,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
414,Gadella_imberbis,sp414,,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
415,Gadus_morhua,sp415,"Neritic, Intertidal, Oceanic, Estuaries, Schooling, SoftBottom, HardBottom, Rocky, SeaGrassBeds",,10,0.8,constant,0,10,NA,3.076567901,0.184736111,110.2664352,0.067680851,2.6,19.5,constant,0,0.5,1.695
416,Gaidropsarus_ensis,sp416,Oceanic,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
417,Galeocerdo_cuvier,sp417,"Neritic, Oceanic, Estuaries, Stream, CoralReefs",,10,0.8,constant,0,10,NA,NA,0.2486,367,-1.305,NA,NA,constant,0,0.5,NA
418,Gigantactis_ios,sp418,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
419,Gigantura_chuni,sp419,"Oceanic, Mesopelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
420,Gigantura_indica,sp420,NA,,10,0.8,constant,0,10,NA,NA,0.86,21,NA,NA,NA,constant,0,0.5,NA
421,Glyptocephalus_cynoglossus,sp421,"Oceanic, Schooling, Shoaling, SoftBottom",,10,0.8,constant,0,10,NA,3.39,0.2173125,43.83125,-0.02,5.75,25,constant,0,0.5,NA
422,Gonichthys_cocco,sp422,Oceanic,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
423,Gonostoma_atlanticum,sp423,"Oceanic, Mesopelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
424,Grammatostomias_flagellibarba,sp424,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
425,Grampus_griseus,sp425,"Marine, Oceanic, mesopelagic, bathypelagic, Pelagic",,10,0.8,constant,0,10,NA,3,0.528,271.69,-1.854,NA,NA,constant,0,0.5,NA
426,Gyrinomimus_bruuni,sp426,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
427,Halargyreus_johnsonii,sp427,"Oceanic, Benthic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
428,Halosauropsis_macrochir,sp428,"Oceanic, Benthic",,10,0.8,constant,0,10,NA,3.304,0.28774,67.06666667,-0.71,NA,34,constant,0,0.5,NA
429,Halosaurus_guentheri,sp429,,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
430,Harriotta_raleighana,sp430,"Neritic, Oceanic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
431,Helicolenus_dactylopterus,sp431,"Oceanic, SoftBottom",,10,0.8,constant,0,10,NA,3.038,0.1252388,37.785,-1.52465,15.5,19.36363636,constant,0,0.5,NA
432,Hemitripterus_americanus,sp432,,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
433,Heterophotus_ophistoma,sp433,"Oceanic, Mesopelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
434,Heteropriacanthus_cruentatus,sp434,"Neritic, Oceanic, Estuaries, Mangroves, Benthic, Rocky, SeaGrassBeds, CoralReefs",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
435,Himantolophus_albinares,sp435,Oceanic,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
436,Hippocampus_erectus,sp436,"Neritic, Oceanic, SoftBottom, Macrophyte, SeaGrassBeds",,10,0.8,constant,0,10,NA,NA,1.42,17.7,0.056,NA,NA,constant,0,0.5,NA
437,Hippocampus_reidi,sp437,"Oceanic, Mangroves, Macrophyte, SeaGrassBeds, CoralReefs",,10,0.8,constant,0,10,NA,NA,1.1425,20,NA,0.81,NA,constant,0,0.5,NA
438,Hippoglossina_oblonga,sp438,Oceanic,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
439,Hippoglossoides_platessoides,sp439,"Oceanic, Schooling, Shoaling, SoftBottom",,10,0.8,constant,0,10,NA,3.204,0.119615385,66.01538462,-1.33,NA,30,constant,0,0.5,NA
440,Hippoglossus_hippoglossus,sp440,"Neritic, Oceanic",,10,0.8,constant,0,10,NA,3,0.0803375,218.125,0.21,NA,30,constant,0,0.5,NA
441,Hoplostethus_mediterraneus,sp441,Oceanic,,10,0.8,constant,0,10,NA,3.105,0.1154,27.48,-1.3822,NA,11,constant,0,0.5,NA
442,Hoplostethus_occidentalis,sp442,Oceanic,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
443,Howella_brodiei,sp443,NA,,10,0.8,constant,0,10,NA,NA,0.85,10,NA,NA,NA,constant,0,0.5,NA
444,Hydrolagus_affinis,sp444,Oceanic,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
445,Hydrolagus_pallidus,sp445,Oceanic,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
446,Hygophum_benoiti,sp446,Oceanic,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
447,Hygophum_hygomii,sp447,"Oceanic, Mesopelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
448,Hygophum_reinhardtii,sp448,"Oceanic, Mesopelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
449,Hypanus_say,sp449,"Oceanic, Estuaries",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
450,Hyperoglyphe_perciformis,sp450,Oceanic,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
451,Ichthyococcus_ovatus,sp451,"Oceanic, Mesopelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
452,Idiacanthus_fasciola,sp452,"Oceanic, Mesopelagic, Bathypelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
453,Ijimaia_antillarum,sp453,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
454,Ilyophis_brunneus,sp454,"Oceanic, SoftBottom",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
455,Istiophorus_albicans,sp455,"Neritic, Oceanic",,10,0.8,constant,0,10,NA,3,0.542271667,219.566665,-2.54,3.5,NA,constant,0,0.5,NA
456,Isurus_oxyrinchus,sp456,"LittoralZone, Oceanic, Epipelagic",,10,0.8,constant,0,10,NA,3,0.10203,330.7,-4.172222222,11,26.5,constant,0,0.5,NA
457,Isurus_paucus,sp457,"Oceanic, Epipelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
458,Kajikia_albida,sp458,Oceanic,,10,0.8,constant,0,10,NA,3,0.58,261,NA,NA,NA,constant,0,0.5,NA
459,Kali_indica,sp459,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
460,Kali_macrodon,sp460,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
461,Kali_macrura,sp461,"Oceanic, Bathypelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
462,Katsuwonus_pelamis,sp462,"Oceanic, Epipelagic, Mesopelagic",,10,0.8,constant,0,10,NA,3.315521739,0.580387097,85.42932258,-1.594666667,NA,7.75,constant,0,0.5,7.858333333
463,Laemonema_barbatulum,sp463,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
464,Laemonema_goodebeanorum,sp464,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
465,Lagodon_rhomboides,sp465,"Estuaries, Mangroves, Cave2, Rocky",,10,0.8,constant,0,10,NA,NA,0.553,21.16666667,-0.966666667,NA,NA,constant,0,0.5,NA
466,Lamna_nasus,sp466,"LittoralZone, Oceanic, Epipelagic",,10,0.8,constant,0,10,NA,3,0.085666667,282.6666667,-5.845,NA,30,constant,0,0.5,NA
467,Lampadena_luminosa,sp467,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
468,Lampadena_speculigera,sp468,"Oceanic, Mesopelagic, Bathypelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
469,Lampadena_urophaos,sp469,Mesopelagic,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
470,Lampanyctus_alatus,sp470,"Oceanic, Mesopelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
471,Lampanyctus_lineatus,sp471,Oceanic,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
472,Lampanyctus_macdonaldi,sp472,"Oceanic, Mesopelagic",,10,0.8,constant,0,10,NA,NA,0.49933,14.175,NA,NA,6,constant,0,0.5,NA
473,Lampris_guttatus,sp473,Oceanic,,10,0.8,constant,0,10,NA,NA,0.218,119,-0.78,4.5,14,constant,0,0.5,NA
474,Lamprogrammus_brunswigi,sp474,NA,,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
475,Leiostomus_xanthurus,sp475,"Oceanic, Estuaries, SoftBottom",,10,0.8,constant,0,10,NA,3.072,0.681666667,27.33333333,-0.585,NA,4,constant,0,0.5,14
476,Lepidochelys_kempii,sp476,"Marine, Neritic, LittoralZone, Intertidal, Oceanic, Epipelagic, BrackishWater, Estuaries, Parasitism, InsideHost, Demersal, SoftBottom, Sand, Mud",,10,0.8,constant,0,10,NA,3,0.425146667,65.43133333,-0.315,NA,NA,constant,0,0.5,NA
477,Lepidocybium_flavobrunneum,sp477,"Oceanic, Epipelagic, Mesopelagic",,10,0.8,constant,0,10,NA,NA,NA,NA,NA,NA,NA,constant,0,0.5,NA
478,Lepidophanes_guentheri,sp478,Oceanic,,10,0.8,constant,0,10,NA,NA,2.4105,6.8,0.014,NA,1.1,constant,0,0.5,NA
